플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
중고나라,7ddb4cc25884b7495ab98af4d1e7e20e0dbce3702fd01a74d33cb5662d8dd3af,420000,https://web.joongna.com/product/221450191,아이폰 14,[해외판] 아이폰 14 256GB 화이트 판매합니다,256,서울특별시,,삼양동,White Titanium,2025-11-04
중고나라,085c19bc867124ddc3f5bb304ec8746f00832ba3b9491baaae18fa866c98ee32,330000,https://web.joongna.com/product/221475524,아이폰 14,미국 아이폰 14 미드나잇 128GB 카메라 무음,128,서울특별시,,역삼1동,,2025-11-04
