플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
중고나라,b7205c3aef313826d1e4f0b25d8e82e8524df1eecf26ff4150feaaa250a98ad7,450000,https://web.joongna.com/product/221354546,아이폰 14 프로,아이폰14프로 골드 256GB,256,서울특별시,,용두동,,2025-11-01
중고나라,1ce7089f2eed0b54e3a51b3580d92259f5caef6cf4f4d920adcfc4b6bd85839e,660000,https://web.joongna.com/product/221343524,아이폰 14 프로,아이폰 14 프로 128GB (박풀),128,서울특별시,,금호1가동,Black Titanium,2025-11-01
중고나라,5596b636acbf7986ed9a03d470772c4f30c9ad91c020cc6ddf2fb5a4f1029221,730000,https://web.joongna.com/product/221366166,아이폰 14 프로,아이폰 14 pro 256 기가 실버 화이트 S-A급,256,서울특별시,,장지동,White Titanium,2025-11-01
중고나라,e7fa4c6c72a51ea257d9577a4df74bc5c17c7591638d93b0e86923da2d341810,530000,https://web.joongna.com/product/221361167,아이폰 14 프로,아이폰14 프로 실버,128,서울특별시,,심곡동,,2025-11-01
중고나라,bc6f68ee57d33b8582ff5a8626c04b42aeb4641a3c6eb176d0f470203f85d6b7,750000,https://web.joongna.com/product/221347128,아이폰 14 프로,아이폰 iPhone 14 PRO 프로 256 100%,256,서울특별시,,행당제1동,White Titanium,2025-11-01
중고나라,508c1bc0b38fd02467356cf543b2e9b7fa210c4777ed3a0126249193e9cddbd2,685000,https://web.joongna.com/product/221345717,아이폰 14 프로,아이폰 iPhone 14 PRO 프로 128 100%,128,서울특별시,,행당제1동,Black Titanium,2025-11-01
