플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
중고나라,60ebb971b1835570ed6bcc1d8d9babd6b3133d3696cf2be010600118f6608495,1180000,https://web.joongna.com/product/221337356,아이폰 16 프로,아이폰 16프로 화이트 티타늄 256GB 미국판 무음,256,서울특별시,,노량진제1동,White Titanium,2025-11-06
중고나라,3442e6f38de34102c0eaef1e432854269c7bb1895be252085e40f76345d17e0c,950000,https://web.joongna.com/product/221702865,아이폰 16 프로,아이폰16 프로 128GB,128,서울특별시,,화곡제1동,White Titanium,2025-11-06
중고나라,9249d077af8e7548a2bbb0822d2cc72367e184bca7c745541e47f6e26cb3e592,1400000,https://web.joongna.com/product/221533920,아이폰 16 프로,아이폰 16프로 512GB 블랙 티타늄 팝니다,512,서울특별시,,논현2동,Black Titanium,2025-11-06
