플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,363226392,650000,https://m.bunjang.co.kr/product/363226392,아이폰 15 프로,아이폰15pro 128GB,128GB,서울특별시,노원구,중계2.3동,,2025-10-24
번개장터,364692925,900000,https://m.bunjang.co.kr/product/364692925,아이폰 15 프로,아이폰 15 pro 512gb 블랙 티타늄,512GB,서울특별시,마포구,서교동,블랙,2025-10-24
