플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,368136067,620000,https://m.bunjang.co.kr/product/368136067,아이폰 15 프로,아이폰 15프로 128,128GB,서울특별시,동작구,흑석동,,2025-11-09
번개장터,368063555,980000,https://m.bunjang.co.kr/product/368063555,아이폰 15 프로,아이폰15프로 블랙티타늄 512,512GB,서울특별시,송파구,잠실3동,블랙,2025-11-09
