플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,366445616,3700000,https://m.bunjang.co.kr/product/366445616,아이폰 16 프로,애플 맥북 프로 16인치 M4 Pro 실버,,서울특별시,중구,장충동,,2025-11-01
번개장터,365296587,1000000,https://m.bunjang.co.kr/product/365296587,아이폰 16 프로,아이폰 16 프로 데저트 128,128GB,서울특별시,동대문구,전농제1동,데저트,2025-11-01
번개장터,366467821,950000,https://m.bunjang.co.kr/product/366467821,아이폰 16 프로,아이폰16프로,,서울특별시,성북구,길음제1동,,2025-11-01
