플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,360985283,550000,https://m.bunjang.co.kr/product/360985283,아이폰 14 프로,아이폰14프로 256G 미국(셔터소리x)팔아요,256GB,서울특별시,광진구,능동,,2025-10-31
번개장터,366177228,700000,https://m.bunjang.co.kr/product/366177228,아이폰 14 프로,아이폰14프로 256기가,256GB,서울특별시,성북구,장위제3동,,2025-10-31
