플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,365599026,1000000,https://m.bunjang.co.kr/product/365599026,아이폰 16 프로,아이폰 16프로 128 블랙티타늄 팝니다,128GB,서울특별시,강남구,논현1동,블랙,2025-10-28
번개장터,365641749,950000,https://m.bunjang.co.kr/product/365641749,아이폰 16 프로,아이폰16프로 256G 블랙,256GB,서울특별시,광진구,군자동,블랙,2025-10-28
번개장터,357614942,980000,https://m.bunjang.co.kr/product/357614942,아이폰 16 프로,아이폰 16pro 256 데저트 티타늄,256GB,서울특별시,은평구,신사제2동,데저트,2025-10-28
