플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,364906715,700000,https://m.bunjang.co.kr/product/364906715,아이폰 14 프로,아이폰14pro 골드256기가 배터리 84프로,256GB,서울특별시,금천구,독산제3동,,2025-10-25
번개장터,350791395,610000,https://m.bunjang.co.kr/product/350791395,아이폰 14 프로,(A급) 아이폰 14PRO 딥퍼플 128GB,128GB,서울특별시,종로구,삼청동,퍼플,2025-10-25
