플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,364599377,1050000,https://m.bunjang.co.kr/product/364599377,아이폰 16 프로,아이폰 16 프로 128GB 데저트 티타늄 풀박스,128GB,서울특별시,중구,필동,데저트,2025-10-23
번개장터,364016975,1110000,https://m.bunjang.co.kr/product/364016975,아이폰 16 프로,(자급제) 아이폰16프로 256 데저트티타늄 풀박스,256GB,서울특별시,은평구,응암제1동,데저트,2025-10-23
번개장터,360380423,1190000,https://m.bunjang.co.kr/product/360380423,아이폰 16 프로,애플케어 아이폰 16 프로 128GB 내추럴 티타늄 99%,128GB,서울특별시,관악구,삼성동,데저트,2025-10-23
