플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,362498237,430000,https://m.bunjang.co.kr/product/362498237,아이폰 14,ㅡ아이폰14  256G 옐로우,256GB,서울특별시,강동구,천호제1동,옐로우,2025-11-04
번개장터,367037723,400000,https://m.bunjang.co.kr/product/367037723,아이폰 14,아이폰14 256 블루 자급제폰,256GB,서울특별시,용산구,청파동,블루,2025-11-04
