플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,363953027,731000,https://m.bunjang.co.kr/product/363953027,아이폰 14 프로,아이폰14프로 블랙 256GB 상태좋은 중고73만1000원팝니다.,256GB,서울특별시,강서구,발산제1동,블랙,2025-10-20
번개장터,363399761,690000,https://m.bunjang.co.kr/product/363399761,아이폰 14 프로,아이폰14pro 1t 블랙,,서울특별시,관악구,서림동,블랙,2025-10-20
번개장터,362605983,1050000,https://m.bunjang.co.kr/product/362605983,아이폰 14 프로,아이폰 14프로 실버 1테라 카메라 무음 호주판 14p,1TB,서울특별시,강남구,삼성1동,,2025-10-20
