플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,364595659,930000,https://m.bunjang.co.kr/product/364595659,아이폰 15 프로,[Applecare+]아이폰 15 Pro 티타늄 블루 256G,256GB,서울특별시,양천구,목5동,블루,2025-10-23
번개장터,364498812,699000,https://m.bunjang.co.kr/product/364498812,아이폰 15 프로,아이폰 15 프로 256 네츄럴티타늄,256GB,서울특별시,마포구,연남동,데저트,2025-10-23
