플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,364797924,800000,https://m.bunjang.co.kr/product/364797924,아이폰 15,애플 아이폰 15 블루 256기가 리퍼 새상품,256GB,서울특별시,성북구,장위제1동,블루,2025-10-24
번개장터,364655650,530000,https://m.bunjang.co.kr/product/364655650,아이폰 15,아이폰15 128G 제가 갑니다,128GB,서울특별시,도봉구,도봉제1동,,2025-10-24
