플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,364327962,1000000,https://m.bunjang.co.kr/product/364327962,아이폰 16 프로,아이폰 16 프로 128GB 티타늄 화이트,128GB,서울특별시,마포구,공덕동,화이트,2025-10-22
번개장터,363972259,1280000,https://m.bunjang.co.kr/product/363972259,아이폰 16 프로,아이폰 16pro 256 블랙,256GB,서울특별시,송파구,잠실본동,블랙,2025-10-22
번개장터,362859744,1025000,https://m.bunjang.co.kr/product/362859744,아이폰 16 프로,아이폰16프로 데저트티타늄256GB 액정새제품교체 배터리96,256GB,서울특별시,구로구,구로제3동,데저트,2025-10-22
