플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,366989085,650000,https://m.bunjang.co.kr/product/366989085,아이폰 16,아이폰 16 블랙 128gb,128GB,서울특별시,동작구,상도제3동,블랙,2025-11-03
번개장터,302918039,280000,https://m.bunjang.co.kr/product/302918039,아이폰 16,A급 아이폰 3gs 16기가 화이트,,서울특별시,구로구,신도림동,화이트,2025-11-03
