플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,366500013,660000,https://m.bunjang.co.kr/product/366500013,아이폰 14 프로,아이폰 14 pro 딥퍼플 256,256GB,서울특별시,광진구,화양동,퍼플,2025-11-01
번개장터,366416219,600000,https://m.bunjang.co.kr/product/366416219,아이폰 14 프로,아이폰 14프로 128gb 실버,128GB,서울특별시,성북구,삼선동,,2025-11-01
번개장터,366365777,650000,https://m.bunjang.co.kr/product/366365777,아이폰 14 프로,아이폰 14 Pro 128GB 실버 풀박스,128GB,서울특별시,성북구,장위제1동,,2025-11-01
번개장터,366353293,600000,https://m.bunjang.co.kr/product/366353293,아이폰 14 프로,아이폰 14프로 실버 128g ssss급,128GB,서울특별시,서초구,방배2동,,2025-11-01
