플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,367686535,650000,https://m.bunjang.co.kr/product/367686535,아이폰 15 프로,아이폰15pro 256 뒷판깨짐,256GB,서울특별시,강동구,성내제2동,,2025-11-07
번개장터,335860753,330000,https://m.bunjang.co.kr/product/335860753,아이폰 15 프로,"(미사용풀박스정품)아이폰16프로 256GB 특가 (IP16,IP15프로)",256GB,서울특별시,강동구,길동,,2025-11-07
