플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,366057458,480000,https://m.bunjang.co.kr/product/366057458,아이폰 14,아이폰 14 퍼플 256기가,256GB,서울특별시,마포구,서교동,퍼플,2025-10-30
번개장터,353336817,350000,https://m.bunjang.co.kr/product/353336817,아이폰 14,아이폰14 화이트 128g,128GB,서울특별시,강남구,역삼2동,화이트,2025-10-30
