플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,363959699,789000,https://m.bunjang.co.kr/product/363959699,아이폰 15 프로,아이폰15프로 내추럴 256GB 가성비좋은 중고78만9천팝니다.,256GB,서울특별시,강서구,발산제1동,,2025-10-20
번개장터,350312838,852000,https://m.bunjang.co.kr/product/350312838,아이폰 15 프로,아이폰 15프로 네추럴 티타늄 128GB (skt파손보험),128GB,서울특별시,서초구,반포1동,데저트,2025-10-20
