플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,365466911,470000,https://m.bunjang.co.kr/product/365466911,아이폰 14,아이폰 14 128GB 옐로우 풀박 풀박스,128GB,서울특별시,동대문구,용신동,옐로우,2025-10-27
번개장터,365393278,400000,https://m.bunjang.co.kr/product/365393278,아이폰 14,아이폰 14 퍼플,,서울특별시,서초구,서초1동,퍼플,2025-10-27
