플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,366048527,1200000,https://m.bunjang.co.kr/product/366048527,아이폰 16 프로,애플 아이폰 16pro 블랙 512,512GB,서울특별시,강북구,수유1동,블랙,2025-10-30
번개장터,362653335,1300000,https://m.bunjang.co.kr/product/362653335,아이폰 16 프로,아이폰16 프로 512기가(97%),512GB,서울특별시,도봉구,쌍문제4동,,2025-10-30
번개장터,365697957,1250000,https://m.bunjang.co.kr/product/365697957,아이폰 16 프로,아이폰 16 Pro 256GB 실버 홍콩 듀얼유심 카메라 무음 (애케플),256GB,서울특별시,마포구,합정동,,2025-10-30
