플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,367213120,1148930,https://m.bunjang.co.kr/product/367213120,아이폰 16 프로,"자급제) 아이폰16프로 256기가, 블랙, 단품",256GB,서울특별시,중구,중림동,블랙,2025-11-04
번개장터,366567088,1000000,https://m.bunjang.co.kr/product/366567088,아이폰 16 프로,아이폰 16프로 화이트 128gb,128GB,서울특별시,광진구,화양동,화이트,2025-11-04
번개장터,365881849,1000000,https://m.bunjang.co.kr/product/365881849,아이폰 16 프로,아이폰 16프로 블랙 128GB 상태 최상급,128GB,서울특별시,용산구,보광동,블랙,2025-11-04
번개장터,365733592,1300000,https://m.bunjang.co.kr/product/365733592,아이폰 16 프로,아이폰 실버 16pro 512기가 s급,512GB,서울특별시,성동구,행당제1동,,2025-11-04
번개장터,367205516,960000,https://m.bunjang.co.kr/product/367205516,아이폰 16 프로,아이폰 16프로 128기가 화이트 티타늄,128GB,서울특별시,구로구,개봉제2동,화이트,2025-11-04
번개장터,367076290,1600000,https://m.bunjang.co.kr/product/367076290,아이폰 16 프로,아이폰17프로 256 실버 1개월,256GB,서울특별시,중구,신당제5동,,2025-11-04
번개장터,367063027,1310000,https://m.bunjang.co.kr/product/367063027,아이폰 16 프로,아이폰 16 프로 블랙티타늄 512GB (애플케어플러스),512GB,서울특별시,구로구,구로제3동,블랙,2025-11-04
