플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,367616661,390000,https://m.bunjang.co.kr/product/367616661,아이폰 14,애플 아이폰 퍼플 14,,서울특별시,서초구,양재1동,퍼플,2025-11-06
번개장터,367575489,365000,https://m.bunjang.co.kr/product/367575489,아이폰 14,아이폰 14 128,128GB,서울특별시,성동구,왕십리제2동,,2025-11-06
번개장터,365983792,390000,https://m.bunjang.co.kr/product/365983792,아이폰 14,4달사용 쿨거에눌 아이폰14 자급제 블루 128GB,128GB,서울특별시,관악구,신림동,블루,2025-11-06
