플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,362501502,680000,https://m.bunjang.co.kr/product/362501502,아이폰 15,아이폰15  256G 핑크,256GB,서울특별시,강동구,천호제1동,핑크,2025-11-04
번개장터,365385342,600000,https://m.bunjang.co.kr/product/365385342,아이폰 15,돈이 너무 급해요. 애플 아이폰15 화이트스카이 256G A급,256GB,서울특별시,강남구,도곡1동,화이트,2025-11-04
