플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,360638069,780000,https://m.bunjang.co.kr/product/360638069,아이폰 15 프로,아이폰15프로 128,128GB,서울특별시,성동구,왕십리도선동,,2025-10-30
번개장터,366052431,850000,https://m.bunjang.co.kr/product/366052431,아이폰 15 프로,아이폰 15 프로 256 화이트티타늄 / 배터리 성능 100%,256GB,서울특별시,중구,회현동,화이트,2025-10-30
