플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,365866215,700000,https://m.bunjang.co.kr/product/365866215,아이폰 15 프로,아이폰 15프로 128GB 블랙티타늄,128GB,서울특별시,강남구,삼성2동,블랙,2025-10-29
번개장터,362586779,830000,https://m.bunjang.co.kr/product/362586779,아이폰 15 프로,아이폰15프로 화이트 애캐플o,,서울특별시,동대문구,답십리제1동,화이트,2025-10-29
번개장터,365786678,900000,https://m.bunjang.co.kr/product/365786678,아이폰 15 프로,아이폰 15Pro,,서울특별시,용산구,후암동,,2025-10-29
