플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,367540460,480000,https://m.bunjang.co.kr/product/367540460,아이폰 14 프로,(정품) 풀박스 아이폰 14 Pro 256GB 딥퍼플 (사진&글내용 꼭참,256GB,서울특별시,강남구,신사동,퍼플,2025-11-06
번개장터,367447768,650000,https://m.bunjang.co.kr/product/367447768,아이폰 14 프로,아이폰 14프로 딥퍼플 512,512GB,서울특별시,영등포구,영등포동,퍼플,2025-11-06
