플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,366323732,900000,https://m.bunjang.co.kr/product/366323732,아이폰 15 프로,아이폰 15프로 256기가 내추럴 티타늄,256GB,서울특별시,광진구,중곡제4동,데저트,2025-11-01
번개장터,364272472,800000,https://m.bunjang.co.kr/product/364272472,아이폰 15 프로,아이폰 15 pro 256,256GB,서울특별시,광진구,화양동,,2025-11-01
