플랫폼,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
번개장터,365500581,650000,https://m.bunjang.co.kr/product/365500581,아이폰 15 프로,아이폰 15 프로 128 내추럴 티타늄,128GB,서울특별시,송파구,잠실본동,데저트,2025-10-27
번개장터,364154010,990000,https://m.bunjang.co.kr/product/364154010,아이폰 15 프로,아이폰15프로 256 화이트 리퍼 폰 팝니다,256GB,서울특별시,송파구,위례동,화이트,2025-10-27
