플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,49abs5uveni2,380000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%99%94%EC%9D%B4%ED%8A%B8-128g-49abs5uveni2/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 14,아이폰 14 화이트 128g,128.0,서울특별시,강남구,역삼동,스타라이트,2025-10-30
당근마켓,1gyiye7cdzh4,630000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%EB%B8%94%EB%9E%99-%ED%8C%94%EC%95%84%EC%9A%94-1gyiye7cdzh4/?in=%EC%8B%A0%EC%B2%9C%EB%8F%99-6187,아이폰 14,아이폰 14 블랙 팔아요,,서울특별시,송파구,신천동,,2025-10-30
당근마켓,vsaz8eztrjez,320000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%8D%BC%ED%94%8C-128gb-vsaz8eztrjez/?in=%ED%99%94%EC%96%91%EB%8F%99-72,아이폰 14,아이폰 14 퍼플 128GB,128.0,서울특별시,광진구,화양동,퍼플,2025-10-30
당근마켓,p3bp7ru1wo4z,270000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-512gb-p3bp7ru1wo4z/?in=%ED%99%94%EC%96%91%EB%8F%99-72,아이폰 14,아이폰 14 512GB,512.0,서울특별시,광진구,화양동,,2025-10-30
당근마켓,h4snbrt1z4yw,360000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-128-%ED%99%94%EC%9D%B4%ED%8A%B8-h4snbrt1z4yw/?in=%EC%9E%A5%EC%95%88%EB%8F%99-6085,아이폰 14,아이폰14 128 화이트,128.0,서울특별시,동대문구,장안동,스타라이트,2025-10-30
당근마켓,jwxmrq16k455,450000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%EB%B8%94%EB%A3%A8-256gb-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-jwxmrq16k455/?in=%EB%A9%B4%EB%AA%A9%EB%8F%99-6407,아이폰 14,아이폰 14 블루 256GB 판매합니다.,256.0,서울특별시,중랑구,면목동,블루,2025-10-30
당근마켓,i4cast3iitvk,350000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%EB%AF%B8%EB%93%9C%EB%82%98%EC%9D%B4%ED%8A%B8-128g-%EB%AF%BC%ED%8A%B8%EA%B8%89-i4cast3iitvk/?in=%ED%99%8D%EC%A0%9C%EB%8F%99-6125,아이폰 14,아이폰 14 미드나이트 128G 민트급,128.0,서울특별시,서대문구,홍제동,미드나이트,2025-10-30
당근마켓,78q6wc885zaa,415000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-%EC%98%90%EB%A1%9C%EC%9A%B0-128%EA%B8%B0%EA%B0%80-78q6wc885zaa/?in=%EC%8B%A0%EB%A6%BC%EB%8F%99-355,아이폰 14,아이폰14 옐로우 128기가,128.0,서울특별시,관악구,신림동,옐로우,2025-10-30
당근마켓,aysduva26x74,410000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-%EC%98%90%EB%A1%9C%EC%9A%B0-256%EA%B8%B0%EA%B0%80-%ED%8C%9D%EB%8B%88%EB%8B%A4-aysduva26x74/?in=%ED%99%94%EA%B3%A1%EB%8F%99-6057,아이폰 14,아이폰14 옐로우 256기가 팝니다,256.0,서울특별시,강서구,화곡동,옐로우,2025-10-30
당근마켓,yutydehrmg6j,360000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-128-%ED%99%94%EC%9D%B4%ED%8A%B8-yutydehrmg6j/?in=%EC%83%81%EA%B3%84%EB%8F%99-6073,아이폰 14,아이폰14 128 화이트,128.0,서울특별시,노원구,상계동,스타라이트,2025-10-30
당근마켓,8oxcz9824u47,350000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-128gb-%ED%8D%BC%ED%94%8C-8oxcz9824u47/?in=%EB%AF%B8%EC%95%84%EB%8F%99-142,아이폰 14,아이폰 14 128GB 퍼플,128.0,서울특별시,강북구,미아동,퍼플,2025-10-30
