플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,q65q462x9wg5,770000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%94%84%EB%A1%9C-256gb-q65q462x9wg5/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032,아이폰 15 프로,아이폰 15 프로 256GB,256.0,서울특별시,강남구,대치동,,2025-10-31
당근마켓,y41ti4afygkn,850000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15pro-256-%EB%B8%94%EB%A3%A8%ED%8B%B0%ED%83%80%EB%8A%84-%ED%99%8D%EC%BD%A9%ED%8C%90-%EB%93%80%EC%96%BC%EC%8B%AC-y41ti4afygkn/?in=%EC%84%9C%EC%B4%88%EB%8F%99-6128,아이폰 15 프로,아이폰 15pro 256 블루티타늄 홍콩판 듀얼심,256.0,서울특별시,서초구,서초동,블루티타늄,2025-10-31
당근마켓,8xgkhuq877n1,820000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15pro-256%EA%B8%B0%EA%B0%80-%EB%84%A4%EC%B6%94%EB%9F%B4-%ED%8B%B0%ED%83%80%EB%8A%84-8xgkhuq877n1/?in=%EC%B2%9C%ED%98%B8%EB%8F%99-6044,아이폰 15 프로,아이폰 15pro 256기가 네추럴 티타늄,256.0,서울특별시,강동구,천호동,내추럴티타늄,2025-10-31
당근마켓,h785q1qbheea,700000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015%ED%94%84%EB%A1%9C-h785q1qbheea/?in=%EC%9E%90%EC%96%91%EB%8F%99-6060,아이폰 15 프로,아이폰15프로,,서울특별시,광진구,자양동,,2025-10-31
당근마켓,qc725vgghxkp,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-pro-%EC%8B%A4%EB%B2%84-128gb-qc725vgghxkp/?in=%ED%98%9C%ED%99%94%EB%8F%99-14,아이폰 15 프로,아이폰 15 Pro 실버 128GB,128.0,서울특별시,종로구,혜화동,,2025-10-31
당근마켓,x918otvm5s31,870000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15%ED%94%84%EB%A1%9C-128g-%EB%B8%94%EB%9E%99-%EB%A6%AC%ED%8D%BC%ED%8F%B0%ED%8C%9D%EB%8B%88%EB%8B%A4-%EC%83%88%EC%83%81%ED%92%88-x918otvm5s31/?in=%EC%84%9C%EA%B5%90%EB%8F%99-230,아이폰 15 프로,아이폰 15프로 128g 블랙 리퍼폰팝니다 (새상품),128.0,서울특별시,마포구,서교동,블랙티타늄,2025-10-31
당근마켓,dwohf9tpitsr,800000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-pro-%ED%94%84%EB%A1%9C-%EB%B8%94%EB%A3%A8-%ED%8B%B0%ED%83%80%EB%8A%84-256-a%EA%B8%89-dwohf9tpitsr/?in=%EB%B4%89%EC%B2%9C%EB%8F%99-6058,아이폰 15 프로,아이폰 15 Pro 프로 블루 티타늄 256 (A급),256.0,서울특별시,관악구,봉천동,블루티타늄,2025-10-31
당근마켓,3htmh2cxs4by,860000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%94%84%EB%A1%9C-%EB%B8%94%EB%9E%99%ED%8B%B0%ED%83%80%EB%8A%84-256gb-s%EA%B8%89-3htmh2cxs4by/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 15 프로,아이폰 15 프로 블랙티타늄 256GB S급,256.0,서울특별시,금천구,가산동,블랙티타늄,2025-10-31
당근마켓,ajwephzq4mtg,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-%ED%94%84%EB%A1%9C-256gb-%ED%99%94%EC%9D%B4%ED%8A%B8-%EC%9E%90%EA%B8%89%EC%A0%9C-ajwephzq4mtg/?in=%EB%8F%85%EC%82%B0%EB%8F%99-6070,아이폰 15 프로,아이폰15 프로 256gb 화이트 자급제,256.0,서울특별시,금천구,독산동,화이트티타늄,2025-10-31
당근마켓,g6krc1oeqqv1,820000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%94%84%EB%A1%9C-256-%ED%99%94%EC%9D%B4%ED%8A%B8-g6krc1oeqqv1/?in=%EB%AA%A9%EB%8F%99-6190,아이폰 15 프로,아이폰 15 프로 256 화이트,256.0,서울특별시,양천구,목동,화이트티타늄,2025-10-31
