플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,i2fax5871vuv,625000.0,https://www.daangn.com/kr/buy-sell/%ED%8A%B9%EA%B0%80-%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%99%94%EC%9D%B4%ED%8A%B8%EC%8A%A4%EC%B9%B4%EC%9D%B4-256g-a%EA%B8%89-i2fax5871vuv/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 15,특가! 아이폰 15 화이트스카이 256g A급,256.0,서울특별시,강남구,역삼동,블루,2025-11-03
당근마켓,dx63uv5aheun,620000.0,https://www.daangn.com/kr/buy-sell/%EA%B8%89%EC%B2%98-%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%B8%94%EB%A3%A8-256g-%EB%B0%B0%ED%84%B0%EB%A6%AC-81-%EB%B0%95%EC%8A%A4%ED%8F%AC%ED%95%A8-%EC%A7%81%EA%B1%B0%EB%9E%98-dx63uv5aheun/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 15,급처! 아이폰 15 스카이블루 256G 배터리 81% 박스포함 직거래,256.0,서울특별시,강남구,역삼동,블루,2025-11-03
당근마켓,bkwjan7azjtm,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%95%91%ED%81%AC-256gb-bkwjan7azjtm/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 15,아이폰 15 핑크 256GB,256.0,서울특별시,강남구,역삼동,핑크,2025-11-03
당근마켓,9o3i5az25ham,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EA%B7%B8%EB%A6%B0-128%EA%B8%B0%EA%B0%80-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-9o3i5az25ham/?in=%EC%84%9C%EC%B4%88%EB%8F%99-6128,아이폰 15,아이폰 15 그린 128기가 판매합니다,128.0,서울특별시,서초구,서초동,그린,2025-11-03
당근마켓,kje2i89xxkv4,550000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-%EB%B8%94%EB%9E%99-256g-kje2i89xxkv4/?in=%EC%8B%A0%EB%A6%BC%EB%8F%99-355,아이폰 15,아이폰15 블랙 256G,256.0,서울특별시,관악구,신림동,블랙,2025-11-03
당근마켓,ws4g1wyk65iu,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-128gb-%EA%B7%B8%EB%A6%B0-ws4g1wyk65iu/?in=%EB%B4%89%EC%B2%9C%EB%8F%99-6058,아이폰 15,아이폰 15 128GB 그린,128.0,서울특별시,관악구,봉천동,그린,2025-11-03
당근마켓,7wbkpuup65ib,520000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-256-%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%B8%94%EB%A3%A8-7wbkpuup65ib/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 15,아이폰 15 256 자급제 블루,256.0,서울특별시,금천구,가산동,블루,2025-11-03
당근마켓,5vcx232jhv2a,490000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-%EB%9D%BC%EC%9D%B4%ED%8A%B8%EB%B8%94%EB%A3%A8-125gb-5vcx232jhv2a/?in=%EB%AA%A9%EB%8F%99-6190,아이폰 15,아이폰15 라이트블루 125GB,128.0,서울특별시,양천구,목동,블루,2025-11-03
당근마켓,ywne7zbyfsh4,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%B8%94%EB%A3%A8-128gb-%ED%8C%90%EB%A7%A4-%EC%82%AC%EC%9A%A9%EA%B8%B0%EA%B0%84-25-7-25-10-ywne7zbyfsh4/?in=%EA%B3%B5%EB%A6%89%EB%8F%99-6072,아이폰 15,[아이폰15] 자급제 블루 128GB 판매 (사용기간 25.7-25.10),128.0,서울특별시,노원구,공릉동,블루,2025-11-03
당근마켓,k7hdzt2dogce,830000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%ED%99%94%EC%9D%B4%ED%8A%B8-256%EA%B8%B0%EA%B0%80-k7hdzt2dogce/?in=%EC%B0%BD%EB%8F%99-6080,아이폰 15,아이폰 화이트 256기가,256.0,서울특별시,도봉구,창동,,2025-11-03
