플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,gahhfeyv3jpf,855000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-512gb-%ED%95%91%ED%81%AC-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-gahhfeyv3jpf/?in=%EC%98%81%EB%93%B1%ED%8F%AC%EB%8F%99-307,아이폰 16,아이폰 16 512GB 핑크 판매합니다,512.0,서울특별시,영등포구,영등포동,,2025-10-27
당근마켓,qzsbsng663rn,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%EB%B8%94%EB%9E%99128-qzsbsng663rn/?in=%EC%82%AC%EB%8B%B9%EB%8F%99-6091,아이폰 16,아이폰 16 블랙128,128.0,서울특별시,동작구,사당동,블랙,2025-10-27
당근마켓,7dnc48d92h4k,700000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%ED%95%91%ED%81%AC-128-7dnc48d92h4k/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 16,아이폰16 핑크 128,128.0,서울특별시,금천구,가산동,핑크,2025-10-27
당근마켓,zdje6qmv5zch,920000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%95%91%ED%81%AC-516g-zdje6qmv5zch/?in=%EB%8F%85%EC%82%B0%EB%8F%99-6070,아이폰 16,아이폰 16 핑크 516G,,서울특별시,금천구,독산동,핑크,2025-10-27
당근마켓,pi9gm98beqwf,680000.0,https://www.daangn.com/kr/buy-sell/%EC%9E%A5%EC%9B%90%EC%98%81%ED%8F%B0-%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%95%91%ED%81%AC-128-%EA%B8%89%EC%B2%98-pi9gm98beqwf/?in=%EB%AF%B8%EC%95%84%EB%8F%99-142,아이폰 16,[장원영폰]아이폰 16 핑크 128 급처❤️‍🔥,128.0,서울특별시,강북구,미아동,핑크,2025-10-27
