플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,jo4ew9mob8ym,522000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-%EB%B8%94%EB%A3%A8-2568gb-jo4ew9mob8ym/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 15,아이폰15 블루 2568GB,256.0,서울특별시,강남구,역삼동,블루,2025-11-01
당근마켓,r55hkahhcri4,630000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-256g-%EB%B8%94%EB%A3%A8-%EB%AF%B8%EA%B5%AD%ED%8C%90-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EB%AC%B4%EC%86%8C%EC%9D%8C-%EB%B2%A0%ED%84%B0%EB%A6%AC-90-%EC%83%81%ED%83%9C%EC%B5%9C%EC%83%81-r55hkahhcri4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 15,"아이폰15 256G 블루 미국판 카메라 무소음, 베터리 90%, 상태최상",256.0,서울특별시,강남구,역삼동,블루,2025-11-01
당근마켓,8spu8drm9aic,500000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%95%91%ED%81%AC-128gb-8spu8drm9aic/?in=%EC%82%AC%EB%8B%B9%EB%8F%99-6091,아이폰 15,아이폰 15 핑크 128GB,128.0,서울특별시,동작구,사당동,핑크,2025-11-01
당근마켓,7k3ufzhjarcr,550000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EB%B8%94%EB%A3%A8-128%EA%B8%B0%EA%B0%80-7k3ufzhjarcr/?in=%EC%8B%A0%EB%A6%BC%EB%8F%99-355,아이폰 15,아이폰 15 블루 128기가,128.0,서울특별시,관악구,신림동,블루,2025-11-01
당근마켓,8hsd9pw7mrx7,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-256-%ED%95%91%ED%81%AC-%ED%8C%90%EB%8B%A4%EB%8A%A5-8hsd9pw7mrx7/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 15,아이폰 15 256 핑크 판다능,256.0,서울특별시,금천구,가산동,핑크,2025-11-01
당근마켓,eg8sy2ywsi64,570000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-256%EA%B8%B0%EA%B0%80-%ED%8C%9D%EB%8B%88%EB%8B%A4-eg8sy2ywsi64/?in=%EB%8F%85%EC%82%B0%EB%8F%99-6070,아이폰 15,아이폰15 256기가 팝니다,256.0,서울특별시,금천구,독산동,,2025-11-01
당근마켓,iz1v2uzp2top,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015-256g-%ED%95%91%ED%81%AC-iz1v2uzp2top/?in=%EA%B5%AC%EB%A1%9C%EB%8F%99-6064,아이폰 15,아이폰15 256G 핑크,256.0,서울특별시,구로구,구로동,핑크,2025-11-01
당근마켓,5cper4tqzyoi,590000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EB%B8%94%EB%9E%99-5cper4tqzyoi/?in=%ED%99%94%EA%B3%A1%EB%8F%99-6057,아이폰 15,아이폰 15 블랙,,서울특별시,강서구,화곡동,블랙,2025-11-01
당근마켓,t1vodzaw5xhe,480000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%95%91%ED%81%AC-128gb-t1vodzaw5xhe/?in=%EB%AF%B8%EC%95%84%EB%8F%99-142,아이폰 15,아이폰 15 핑크 128GB,128.0,서울특별시,강북구,미아동,핑크,2025-11-01
당근마켓,i2nkhn8bzt9m,470000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EB%B8%94%EB%9E%99-128%EA%B8%B0%EA%B0%80-i2nkhn8bzt9m/?in=%EC%88%98%EC%9C%A0%EB%8F%99-6046,아이폰 15,아이폰 15 블랙 128기가,128.0,서울특별시,강북구,수유동,블랙,2025-11-01
