플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,mrerxprudiwi,350000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-%EB%B8%94%EB%A3%A8-128gb-mrerxprudiwi/?in=%EC%9E%A5%EC%95%88%EB%8F%99-6085,아이폰 14,아이폰14 블루 128GB,128.0,서울특별시,동대문구,장안동,블루,2025-10-20
당근마켓,rrux7da49odw,530000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%EB%B8%94%EB%A3%A8-256gb-rrux7da49odw/?in=%EB%A9%B4%EB%AA%A9%EB%8F%99-6407,아이폰 14,아이폰 14 블루 256GB,256.0,서울특별시,중랑구,면목동,블루,2025-10-20
당근마켓,8nb9m89fgvzb,380000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-256g-8nb9m89fgvzb/?in=%EB%A9%B4%EB%AA%A9%EB%8F%99-6407,아이폰 14,아이폰14 256G,256.0,서울특별시,중랑구,면목동,,2025-10-20
당근마켓,pviyhpxt12hb,450000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%8D%BC%ED%94%8C-256gb-pviyhpxt12hb/?in=%ED%95%A9%EC%A0%95%EB%8F%99-231,아이폰 14,아이폰 14 퍼플 256GB,256.0,서울특별시,마포구,합정동,퍼플,2025-10-20
당근마켓,5cuhrvc2oq9i,450000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014-%ED%8D%BC%ED%94%8C-128-%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98se2-%EB%B8%94%EB%9E%99-5cuhrvc2oq9i/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 14,아이폰14 퍼플 128 +,128.0,서울특별시,금천구,가산동,퍼플,2025-10-20
당근마켓,qpsvuz4rsqyj,430000,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%94%8C%EB%9F%AC%EC%8A%A4-%ED%99%94%EC%9D%B4%ED%8A%B8-128gb-%ED%8C%9D%EB%8B%88%EB%8B%A4-qpsvuz4rsqyj/?in=%EB%AA%A9%EB%8F%99-6190,아이폰 14,아이폰 14 화이트 128GB 팝니다.,128.0,서울특별시,양천구,목동,스타라이트,2025-10-20
