플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,fzdnd4t2w27o,550000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-128gb-%EC%8B%A4%EB%B2%84-%ED%8C%9D%EB%8B%88%EB%8B%A4-fzdnd4t2w27o/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 14 프로,아이폰 14 Pro 128GB 실버 팝니다,128.0,서울특별시,강남구,역삼동,실버,2025-11-04
당근마켓,4a3gjjrthduc,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EB%B8%94%EB%9E%99-256gb-4a3gjjrthduc/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 14 프로,아이폰 14 Pro 스페이스 블랙 256GB,256.0,서울특별시,강남구,역삼동,스페이스 블랙,2025-11-04
당근마켓,75bt5wgvk921,590000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014%ED%94%84%EB%A1%9C-256gb-%EC%8B%A4%EB%B2%84-%EB%94%A5%ED%8D%BC%ED%94%8C-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-%EC%95%A0%ED%94%8C%EC%A0%95%ED%92%88-%EC%9C%A0%EC%84%A0%EC%9D%B4%EC%96%B4%ED%8F%B0-%EA%B0%99%EC%9D%B4-%EB%93%9C%EB%A0%A4%EC%9A%A9-75bt5wgvk921/?in=%EC%84%9C%EC%B4%88%EB%8F%99-6128,아이폰 14 프로,아이폰14프로 256GB 실버(딥퍼플) 판매합니다☺️ (애플정품 유선이어폰 같이 드려용),256.0,서울특별시,서초구,서초동,실버,2025-11-04
당근마켓,yx7ic19u6tf9,580000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014pro-%EB%94%A5%ED%8D%BC%ED%94%8C-126%EA%B8%B0%EA%B0%80-yx7ic19u6tf9/?in=%EC%B2%9C%ED%98%B8%EB%8F%99-6044,아이폰 14 프로,아이폰14Pro 딥퍼플 126기가,128.0,서울특별시,강동구,천호동,딥퍼플,2025-11-04
당근마켓,s9btuxvxye87,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-%EC%8B%A4%EB%B2%84-256-s9btuxvxye87/?in=%EC%9E%90%EC%96%91%EB%8F%99-6060,아이폰 14 프로,아이폰 14 Pro 실버 256,256.0,서울특별시,광진구,자양동,실버,2025-11-04
당근마켓,aygy1y6tjamk,520000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%94%84%EB%A1%9C-128gb-%ED%8C%94%EC%95%84%EC%9A%94-aygy1y6tjamk/?in=%EC%9D%B5%EC%84%A0%EB%8F%99-6305,아이폰 14 프로,아이폰 14 프로 128GB 팔아요 !,128.0,서울특별시,종로구,익선동,,2025-11-04
당근마켓,bn6ambdb11vj,550000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EB%B8%94%EB%9E%99-128-bn6ambdb11vj/?in=%EB%8F%88%EC%95%94%EB%8F%99-6146,아이폰 14 프로,아이폰 14 Pro 스페이스 블랙 128,128.0,서울특별시,성북구,돈암동,스페이스 블랙,2025-11-04
당근마켓,q3vinoz34mxs,480000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-256g-%EB%94%A5%ED%8D%BC%ED%94%8C-%EC%95%A1%EC%A0%95%ED%8C%8C%EC%86%90-q3vinoz34mxs/?in=%ED%95%A9%EC%A0%95%EB%8F%99-231,아이폰 14 프로,아이폰 14 Pro 256g 딥퍼플 액정파손,256.0,서울특별시,마포구,합정동,딥퍼플,2025-11-04
당근마켓,yhnemuhvbuh4,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-%EC%8B%A4%EB%B2%84-128-yhnemuhvbuh4/?in=%ED%95%A9%EC%A0%95%EB%8F%99-231,아이폰 14 프로,아이폰 14 Pro 실버 128,128.0,서울특별시,마포구,합정동,실버,2025-11-04
당근마켓,e4akjdxn5i64,600000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-%EC%8B%A4%EB%B2%84-256gb-e4akjdxn5i64/?in=%ED%95%A9%EC%A0%95%EB%8F%99-231,아이폰 14 프로,아이폰 14 Pro 실버 256GB,256.0,서울특별시,마포구,합정동,실버,2025-11-04
