플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,kufff9qdop48,1200000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-pro-512g-s%EA%B8%89-kufff9qdop48/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 16 프로,아이폰 16 Pro 512g s급,512.0,서울특별시,강남구,역삼동,,2025-10-21
당근마켓,qjxmjvi4cy1f,1050000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%94%84%EB%A1%9C-256gb-%ED%8B%B0%ED%83%80%EB%8A%84-%ED%99%94%EC%9D%B4%ED%8A%B8-%EC%9E%90%EA%B8%89%EC%A0%9C-%ED%92%80%EB%B0%95%EC%8A%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-qjxmjvi4cy1f/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 16 프로,아이폰 16 프로 256GB 티타늄 화이트 자급제 풀박스 판매합니다,256.0,서울특별시,강남구,역삼동,화이트티타늄,2025-10-21
당근마켓,o8x8qcnre61p,1400000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-pro-%EB%8D%B0%EC%A0%80%ED%8A%B8-%ED%8B%B0%ED%83%80%EB%8A%84-1tb-o8x8qcnre61p/?in=%ED%99%94%EC%96%91%EB%8F%99-72,아이폰 16 프로,아이폰 16 Pro 데저트 티타늄 1TB,1024.0,서울특별시,광진구,화양동,데저트티타늄,2025-10-21
당근마켓,gcs4xnmak8ut,1200000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-pro-%EB%B8%94%EB%9E%99-512-%EC%8A%A4%ED%81%AC%EB%9E%98%EC%B9%98%EC%97%86%EC%9D%8C-gcs4xnmak8ut/?in=%ED%96%89%EB%8B%B9%EB%8F%99-6143,아이폰 16 프로,아이폰 16 Pro 블랙 512 스크래치없음,512.0,서울특별시,성동구,행당동,블랙티타늄,2025-10-21
당근마켓,fr4s87sigmn5,930000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016%ED%94%84%EB%A1%9C-256%EB%8D%B0%EC%A0%80%ED%8A%B8-fr4s87sigmn5/?in=%EC%9D%B4%EB%AC%B8%EB%8F%99-6084,아이폰 16 프로,아이폰16프로 256데저트,256.0,서울특별시,동대문구,이문동,데저트티타늄,2025-10-21
당근마켓,rxu6mzwzc47v,1300000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16pro-256gb-%ED%99%94%EC%9D%B4%ED%8A%B8-%ED%8C%9D%EB%8B%88%EB%8B%A4-rxu6mzwzc47v/?in=%EC%83%81%EB%B4%89%EB%8F%99-6409,아이폰 16 프로,아이폰 16Pro 256GB 화이트 팝니다.,256.0,서울특별시,중랑구,상봉동,화이트티타늄,2025-10-21
당근마켓,c74judbpvqfk,1000000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%ED%94%84%EB%A1%9C-128gb-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%B0%B0%ED%84%B0%EB%A6%AC-100-c74judbpvqfk/?in=%EC%9D%91%EC%95%94%EB%8F%99-6257,아이폰 16 프로,아이폰16 프로 128GB 화이트 배터리 100%,128.0,서울특별시,은평구,응암동,화이트티타늄,2025-10-21
당근마켓,py9rxony543d,950000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16pro-128%EA%B8%B0%EA%B0%80-%EB%B8%94%EB%9E%99-py9rxony543d/?in=%EB%85%B8%EB%9F%89%EC%A7%84%EB%8F%99-6088,아이폰 16 프로,아이폰 16Pro 128기가 블랙,128.0,서울특별시,동작구,노량진동,블랙티타늄,2025-10-21
당근마켓,fpstspek39be,1200000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16%ED%94%84%EB%A1%9C-%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%82%B4%EC%B6%94%EB%9F%B4-256gb-3%EA%B0%9C%EC%9B%94%EC%82%AC%EC%9A%A9-%EB%B0%B0%ED%84%B0%EB%A6%AC100-fpstspek39be/?in=%EB%8F%85%EC%82%B0%EB%8F%99-6070,아이폰 16 프로,아이폰 16프로 자급제 내추럴 256GB / 3개월사용 / 배터리100,256.0,서울특별시,금천구,독산동,내추럴티타늄,2025-10-21
당근마켓,qq29zyr1ta5a,1000000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-pro-%ED%99%94%EC%9D%B4%ED%8A%B8-%ED%8B%B0%ED%83%80%EB%8A%84-128gb-%ED%8C%9D%EB%8B%88%EB%8B%A4-qq29zyr1ta5a/?in=%EA%B5%AC%EB%A1%9C%EB%8F%99-6064,아이폰 16 프로,아이폰 16 Pro 화이트 티타늄 128GB 팝니다.,128.0,서울특별시,구로구,구로동,화이트티타늄,2025-10-21
당근마켓,k7cwgcwcorzg,850000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16%ED%94%84%EB%A1%9C-%ED%99%94%EC%9D%B4%ED%8A%B8%EC%83%89%EC%83%81-128g-k7cwgcwcorzg/?in=%EC%88%98%EC%9C%A0%EB%8F%99-6046,아이폰 16 프로,아이폰 16프로 화이트색상 128G,128.0,서울특별시,강북구,수유동,화이트티타늄,2025-10-21
