플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,37nqh8idqjm7,770000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-256gb-%ED%8B%B8-%EC%83%89%EC%83%81-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-37nqh8idqjm7/?in=%EC%84%9C%EC%B4%88%EB%8F%99-6128,아이폰 16,아이폰 16 256GB 틸 색상 판매합니다!,256.0,서울특별시,서초구,서초동,,2025-10-22
당근마켓,gfgq7m4aroab,760000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-256gb-%EB%B8%94%EB%A3%A8-gfgq7m4aroab/?in=%EB%B0%98%ED%8F%AC%EB%8F%99-6126,아이폰 16,아이폰 16 256GB 블루,256.0,서울특별시,서초구,반포동,블루,2025-10-22
당근마켓,idxxcqfh72xf,730000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%EB%B8%94%EB%9E%99-128gb-idxxcqfh72xf/?in=%ED%95%9C%EB%82%A8%EB%8F%99-50,아이폰 16,아이폰 16 블랙 128GB,128.0,서울특별시,용산구,한남동,블랙,2025-10-22
당근마켓,xarihte7jxuf,750000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-128gb-%EB%B0%B0%ED%84%B0%EB%A6%AC-100-xarihte7jxuf/?in=%EC%8B%A0%EB%A6%BC%EB%8F%99-355,아이폰 16,아이폰16 128GB 배터리 100%,128.0,서울특별시,관악구,신림동,,2025-10-22
당근마켓,j7euvptsj2yg,800000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-256-%ED%99%94%EC%9D%B4%ED%8A%B8-j7euvptsj2yg/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 16,아이폰 16 256 화이트,256.0,서울특별시,금천구,가산동,화이트,2025-10-22
당근마켓,e59stxtvr3vh,920000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%99%94%EC%9D%B4%ED%8A%B8-256%EA%B8%B0%EA%B0%80-e59stxtvr3vh/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 16,아이폰 16 화이트 256기가,256.0,서울특별시,금천구,가산동,화이트,2025-10-22
당근마켓,z2taxyqic9fb,850000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%EB%B8%94%EB%9E%99-128gb-%EB%AF%B8%EC%82%AC%EC%9A%A9-%EC%83%88%EC%83%81%ED%92%88-z2taxyqic9fb/?in=%EB%8F%84%EB%B4%89%EB%8F%99-6077,아이폰 16,아이폰 16 블랙 128GB 미사용 새상품,128.0,서울특별시,도봉구,도봉동,블랙,2025-10-22
