플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,bige9y22k4u4,800000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EB%B8%94%EB%9E%99-16-256gb-bige9y22k4u4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 16,아이폰 블랙 16 256GB,256.0,서울특별시,강남구,역삼동,블랙,2025-11-01
당근마켓,pqxvaxat59y3,780000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%99%94%EC%9D%B4%ED%8A%B8-256-pqxvaxat59y3/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 16,아이폰 16 화이트 256,256.0,서울특별시,강남구,역삼동,화이트,2025-11-01
당근마켓,8wsmv2hbzprf,850000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%99%94%EC%9D%B4%ED%8A%B8-256-sss%EA%B8%89-8wsmv2hbzprf/?in=%EC%8B%A0%EC%B2%9C%EB%8F%99-6187,아이폰 16,아이폰 16 화이트 256 sss급,256.0,서울특별시,송파구,신천동,화이트,2025-11-01
당근마켓,qr62nx1ynjcu,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-128%EA%B8%B0%EA%B0%80-qr62nx1ynjcu/?in=%EB%85%B8%EB%9F%89%EC%A7%84%EB%8F%99-6088,아이폰 16,아이폰16 128기가,128.0,서울특별시,동작구,노량진동,,2025-11-01
당근마켓,6owpgypisrko,770000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EB%A7%88%EB%A6%B0-256gb-6owpgypisrko/?in=%EA%B0%80%EC%82%B0%EB%8F%99-295,아이폰 16,아이폰16 울트라마린 256GB,256.0,서울특별시,금천구,가산동,울트라마린,2025-11-01
당근마켓,8m7cpqnd9j5d,700000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%B0%B0%ED%84%B0%EB%A6%AC-%EC%84%B1%EB%8A%A5-100-8m7cpqnd9j5d/?in=%EA%B5%AC%EB%A1%9C%EB%8F%99-6064,아이폰 16,아이폰 16 화이트 배터리 성능 100%,,서울특별시,구로구,구로동,화이트,2025-11-01
당근마켓,78m6t495gs11,800000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%ED%99%94%EC%9D%B4%ED%8A%B8-256-%EB%B0%B0%ED%84%B0%EB%A6%AC-100-%EC%82%AC%EC%9D%B4%ED%81%B4-35-78m6t495gs11/?in=%EB%AA%A9%EB%8F%99-6190,아이폰 16,아이폰16 화이트 256 배터리 100% 사이클 35,256.0,서울특별시,양천구,목동,화이트,2025-11-01
당근마켓,zpmo7fzu3v1n,650000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-128%EA%B8%B0%EA%B0%80-zpmo7fzu3v1n/?in=%ED%99%94%EA%B3%A1%EB%8F%99-6057,아이폰 16,아이폰16 128기가,128.0,서울특별시,강서구,화곡동,,2025-11-01
