플랫폼명,게시글_ID,가격,URL,모델명,제목,용량,시도,시군구,동읍면,색상,작성일
당근마켓,9a9ybpk7ow9s,750000.0,https://www.daangn.com/kr/buy-sell/s%EA%B8%89-%EC%95%A0%ED%94%8C%EC%BC%80%EC%96%B4-%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%95%91%ED%81%AC-128%EA%B8%B0%EA%B0%80-9a9ybpk7ow9s/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035,아이폰 16,[s급/애플케어]아이폰 16 핑크 128기가,128.0,서울특별시,강남구,역삼동,핑크,2025-11-05
당근마켓,7gxy6i5wg1s1,900000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%EB%B8%94%EB%9E%99-128gb-%EC%83%88%EA%B1%B0-7gxy6i5wg1s1/?in=%EB%B4%89%EC%B2%9C%EB%8F%99-6058,아이폰 16,아이폰16 블랙 128GB 새거,128.0,서울특별시,관악구,봉천동,블랙,2025-11-05
당근마켓,mm58yakdvgsz,750000.0,https://www.daangn.com/kr/buy-sell/s%EA%B8%89-%EC%95%A0%ED%94%8C%EC%BC%80%EC%96%B4-%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%95%91%ED%81%AC-128%EA%B8%B0%EA%B0%80-mm58yakdvgsz/?in=%EB%B4%89%EC%B2%9C%EB%8F%99-6058,아이폰 16,[s급/애플케어]아이폰 16 핑크 128기가,128.0,서울특별시,관악구,봉천동,핑크,2025-11-05
당근마켓,ww9tjv33zohr,850000.0,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%A0%9C%ED%92%88-%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%99%94%EC%9D%B4%ED%8A%B8-128g-ww9tjv33zohr/?in=%EB%8F%85%EC%82%B0%EB%8F%99-6070,아이폰 16,새제품 아이폰 16 화이트 128G,128.0,서울특별시,금천구,독산동,화이트,2025-11-05
당근마켓,p557wu958von,700000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%ED%99%94%EC%9D%B4%ED%8A%B8-128-p557wu958von/?in=%ED%99%94%EA%B3%A1%EB%8F%99-6057,아이폰 16,아이폰16 화이트 128,128.0,서울특별시,강서구,화곡동,화이트,2025-11-05
당근마켓,43wyrq8kigai,750000.0,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%99%94%EC%9D%B4%ED%8A%B8-126gb-%EB%B0%B0%ED%84%B0%EB%A6%AC100-43wyrq8kigai/?in=%EC%B0%BD%EB%8F%99-6080,아이폰 16,아이폰 16 화이트 126GB 배터리100%,,서울특별시,도봉구,창동,화이트,2025-11-05
